#neurons por layer oculto,#layers ocultos,max epochs,test size,lrate,alpha,accuracy(training),accuracy(test)
1,2,200,0.8,0.9,1,0.7142857142857143,0.5734265734265734
1,2,100,0.8,0.9,1,0.7142857142857143,0.5734265734265734
1,2,50,0.8,0.9,1,0.7142857142857143,0.5734265734265734
1,2,200,0.8,0.9,0.7,0.7142857142857143,0.5734265734265734
1,2,100,0.8,0.9,0.7,0.7142857142857143,0.5734265734265734
1,2,50,0.8,0.9,0.7,0.7142857142857143,0.5734265734265734
1,2,200,0.8,0.9,0.5,0.7142857142857143,0.5734265734265734
1,2,100,0.8,0.9,0.5,0.7142857142857143,0.5664335664335665
1,2,50,0.8,0.9,0.5,0.7142857142857143,0.5734265734265734
1,2,200,0.8,0.9,0.2,0.7142857142857143,0.5454545454545454
1,2,100,0.8,0.9,0.2,0.7142857142857143,0.5594405594405595
1,2,50,0.8,0.9,0.2,0.7142857142857143,0.5454545454545454
1,2,200,0.8,0.9,0,0.7142857142857143,0.5594405594405595
1,2,100,0.8,0.9,0,0.7142857142857143,0.5594405594405595
1,2,50,0.8,0.9,0,0.7142857142857143,0.5454545454545454
1,2,200,0.8,0.5,1,0.7142857142857143,0.5594405594405595
1,2,100,0.8,0.5,1,0.7142857142857143,0.5594405594405595
1,2,50,0.8,0.5,1,0.7142857142857143,0.5524475524475524
1,2,200,0.8,0.5,0.7,0.7142857142857143,0.5594405594405595
1,2,100,0.8,0.5,0.7,0.7142857142857143,0.5594405594405595
1,2,50,0.8,0.5,0.7,0.7142857142857143,0.5454545454545454
1,2,200,0.8,0.5,0.5,0.7142857142857143,0.5594405594405595
1,2,100,0.8,0.5,0.5,0.7142857142857143,0.5594405594405595
1,2,50,0.8,0.5,0.5,0.7142857142857143,0.5454545454545454
1,2,200,0.8,0.5,0.2,0.7142857142857143,0.5594405594405595
1,2,100,0.8,0.5,0.2,0.7142857142857143,0.5524475524475524
1,2,50,0.8,0.5,0.2,0.7142857142857143,0.5454545454545454
1,2,200,0.8,0.5,0,0.7142857142857143,0.5594405594405595
1,2,100,0.8,0.5,0,0.7142857142857143,0.5524475524475524
1,2,50,0.8,0.5,0,0.7142857142857143,0.5384615384615384
1,2,200,0.8,0.1,1,0.6857142857142857,0.5524475524475524
1,2,100,0.8,0.1,1,0.7142857142857143,0.5594405594405595
1,2,50,0.8,0.1,1,0.0,0.0
1,2,200,0.8,0.1,0.7,0.7142857142857143,0.5314685314685315
1,2,100,0.8,0.1,0.7,0.6857142857142857,0.5314685314685315
1,2,50,0.8,0.1,0.7,0.0,0.0
1,2,200,0.8,0.1,0.5,0.7142857142857143,0.5524475524475524
1,2,100,0.8,0.1,0.5,0.22857142857142856,0.26573426573426573
1,2,50,0.8,0.1,0.5,0.0,0.0
1,2,200,0.8,0.1,0.2,0.7142857142857143,0.5664335664335665
1,2,100,0.8,0.1,0.2,0.0,0.0
1,2,50,0.8,0.1,0.2,0.0,0.0
1,2,200,0.8,0.1,0,0.7142857142857143,0.5594405594405595
1,2,100,0.8,0.1,0,0.0,0.0
1,2,50,0.8,0.1,0,0.0,0.0
1,2,200,0.5,0.9,1,0.6629213483146067,0.5393258426966292
1,2,100,0.5,0.9,1,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.9,1,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.9,0.7,0.6629213483146067,0.5393258426966292
1,2,100,0.5,0.9,0.7,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.9,0.7,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.9,0.5,0.6629213483146067,0.5393258426966292
1,2,100,0.5,0.9,0.5,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.9,0.5,0.651685393258427,0.5393258426966292
1,2,200,0.5,0.9,0.2,0.651685393258427,0.5056179775280899
1,2,100,0.5,0.9,0.2,0.6629213483146067,0.5168539325842697
1,2,50,0.5,0.9,0.2,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.9,0,0.651685393258427,0.5168539325842697
1,2,100,0.5,0.9,0,0.6629213483146067,0.5280898876404494
1,2,50,0.5,0.9,0,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.5,1,0.6404494382022472,0.5168539325842697
1,2,100,0.5,0.5,1,0.651685393258427,0.5168539325842697
1,2,50,0.5,0.5,1,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.5,0.7,0.651685393258427,0.5168539325842697
1,2,100,0.5,0.5,0.7,0.651685393258427,0.5168539325842697
1,2,50,0.5,0.5,0.7,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.5,0.5,0.651685393258427,0.5056179775280899
1,2,100,0.5,0.5,0.5,0.651685393258427,0.5168539325842697
1,2,50,0.5,0.5,0.5,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.5,0.2,0.6629213483146067,0.5168539325842697
1,2,100,0.5,0.5,0.2,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.5,0.2,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.5,0,0.6629213483146067,0.5168539325842697
1,2,100,0.5,0.5,0,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.5,0,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.1,1,0.6629213483146067,0.5393258426966292
1,2,100,0.5,0.1,1,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.1,1,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.1,0.7,0.6629213483146067,0.5393258426966292
1,2,100,0.5,0.1,0.7,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.1,0.7,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.1,0.5,0.6629213483146067,0.5393258426966292
1,2,100,0.5,0.1,0.5,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.1,0.5,0.6629213483146067,0.5393258426966292
1,2,200,0.5,0.1,0.2,0.6629213483146067,0.5393258426966292
1,2,100,0.5,0.1,0.2,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.1,0.2,0.5955056179775281,0.47191011235955055
1,2,200,0.5,0.1,0,0.6629213483146067,0.5393258426966292
1,2,100,0.5,0.1,0,0.6629213483146067,0.5393258426966292
1,2,50,0.5,0.1,0,0.2808988764044944,0.24719101123595505
1,2,200,0.2,0.9,1,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.9,1,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.9,1,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.9,0.7,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.9,0.7,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.9,0.7,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.9,0.5,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.9,0.5,0.6408450704225352,0.4166666666666667
1,2,50,0.2,0.9,0.5,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.9,0.2,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.9,0.2,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.9,0.2,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.9,0,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.9,0,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.9,0,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.5,1,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.5,1,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.5,1,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.5,0.7,0.6338028169014085,0.4166666666666667
1,2,100,0.2,0.5,0.7,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.5,0.7,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.5,0.5,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.5,0.5,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.5,0.5,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.5,0.2,0.647887323943662,0.3888888888888889
1,2,100,0.2,0.5,0.2,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.5,0.2,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.5,0,0.647887323943662,0.3888888888888889
1,2,100,0.2,0.5,0,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.5,0,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.1,1,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.1,1,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.1,1,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.1,0.7,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.1,0.7,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.1,0.7,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.1,0.5,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.1,0.5,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.1,0.5,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.1,0.2,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.1,0.2,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.1,0.2,0.647887323943662,0.4166666666666667
1,2,200,0.2,0.1,0,0.647887323943662,0.4166666666666667
1,2,100,0.2,0.1,0,0.647887323943662,0.4166666666666667
1,2,50,0.2,0.1,0,0.6338028169014085,0.4166666666666667
